catalognumber,swabdate,svl,tail,notes,zswab,logZE,BdStatus,status,date,decade,year,month,day,locality,latitude,longitude
155010,11/7/14,2.99,3.91,,0,0,0.000000000,0,5/8/73,1970,1973,5,8,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155011,11/7/14,2.73,3.12,,0,0,0.000000000,0,5/8/73,1970,1973,5,8,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155012,11/7/14,2.6,3.06,,0,0,0.000000000,0,5/8/73,1970,1973,5,8,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155013,11/21/14,2.71,3.62,,0,0,0.000000000,0,5/8/73,1970,1973,5,8,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
154970,1/23/15,2.59,1.79,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Abbott Lakes,36.234889,-121.482491
154971,1/14/15,2.6,3.3,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Abbott Lakes,36.234889,-121.482491
154972,12/19/14,3.03,3.83,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Abbott Lakes,36.234889,-121.482491
154973,1/23/15,2.78,--,tail br at vent,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Abbott Lakes,36.234889,-121.482491
154974,1/14/15,2.5,2.83,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Abbott Lakes,36.234889,-121.482491
154996,12/19/14,3.31,4.28,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Coast Rd.,36.210036,-121.68091
154997,12/5/14,3.03,4.44,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Coast Rd.,36.210036,-121.68091
154998,12/5/14,3.03,3.9,eggs,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Coast Rd.,36.210036,-121.68091
154999,12/5/14,3.47,4.78,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Coast Rd.,36.210036,-121.68091
155118,1/14/15,3.38,4.65,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155119,12/19/14,3.33,4.6,eggs,0,0,0.000000000,0,6/10/73,1970,1973,6,10,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155121,1/14/15,3.39,4.85,,0,0,0.000000000,0,6/10/73,1970,1973,6,10,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155338,4/27/15,2.91,4.14,MC,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Don Dahvee Park,36.589239,-121.895024
155340,5/1/15,3.08,4.05,JE,0,0,0.000000000,0,6/10/73,1970,1973,6,10,Don Dahvee Park,36.589239,-121.895024
155122,1/14/15,3.12,4.59,,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155123,12/5/14,3.21,4.22,eggs,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155124,1/14/15,3.14,4.25,,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155125,11/21/14,3.3,4.67,,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155126,12/5/14,3.45,3.52,,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155127,12/5/14,3.42,4.49,,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155128,12/19/14,3.25,4.84,eggs,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155129,1/14/15,3.12,5.02,,0,0,0.000000000,0,6/14/73,1970,1973,6,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155175,1/14/15,3.14,3.21,,0,0,0.000000000,0,6/20/73,1970,1973,6,20,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155177,12/5/14,3.07,3.68,,0,0,0.000000000,0,6/20/73,1970,1973,6,20,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155178,1/23/15,3.22,4.6,,0,0,0.000000000,0,6/20/73,1970,1973,6,20,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155179,11/21/14,3.45,4.2,,0,0,0.000000000,0,6/20/73,1970,1973,6,20,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155180,1/23/15,3.12,3.48,,0,0,0.000000000,0,6/20/73,1970,1973,6,20,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155181,1/14/15,2.8,3.69,,0,0,0.000000000,0,6/20/73,1970,1973,6,20,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155182,11/21/14,3.3,4.52,,0,0,0.000000000,0,6/20/73,1970,1973,6,20,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155341,5/2/15,3.23,4.76,MC,0,0,0.000000000,0,6/20/73,1970,1973,6,20,Don Dahvee Park,36.589239,-121.895024
155342,5/1/15,2.79,3.81,JE,0,0,0.000000000,0,6/20/73,1970,1973,6,20,Don Dahvee Park,36.589239,-121.895024
151009,10/17/14,3.65,5.64,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Hastings Natural History Reservation,36.37851365,-121.5568207
151010,9/19/14,3.57,5.03,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Hastings Natural History Reservation,36.37851365,-121.5568207
151011,10/17/14,2.99,2.64,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Hastings Natural History Reservation,36.37851365,-121.5568207
151031,9/5/14,2.92,4.27,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151032,6/25/14,3.41,4.23,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151033,9/5/14,3.23,3.96,at least 4 eggs,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151034,10/3/14,3.25,3.59,at least 9 eggs,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151035,10/10/14,3.3,3.86,at least 10 eggs,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151036,7/1/14,3.33,4.49,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151037,10/3/14,3.2,4.1,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151038,10/10/14,3.1,4.1,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151039,7/1/14,3.09,3.99,has eggs,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151040,9/19/14,2.94,3.77,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151041,7/1/14,3.26,3.95,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151042,7/1/14,3.94,5.41,has eggs,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151043,6/25/14,2.72,3.38,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151044,10/10/14,2.83,3.81,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151045,7/1/14,3.14,3.12,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151046,7/1/14,2.87,3.8,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151047,10/10/14,3,4,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151048,7/1/14,2.98,3.23,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151049,7/1/14,2.95,3.71,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151050,10/31/14,1.74,1.49,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151051,6/25/14,2.09,1,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151052,10/31/14,1.68,1.41,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151053,6/25/14,1.97,2.05,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151054,9/5/14,2,1.94,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151055,10/3/14,2.12,2.09,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,Don Dahvee Park,36.589239,-121.895024
151067,1/14/15,3.3,5.18,8 large eggs,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151069,1/14/15,3.44,5.26,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151070,1/23/15,3.25,4.95,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151071,1/14/15,3.18,4.95,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151072,11/7/14,4.12,6.1,has eggs,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151073,1/14/15,3.51,5.07,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151074,1/14/15,3.28,5.42,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151075,1/14/15,3.75,4.54,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151076,1/23/15,4.65,6.87,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151077,1/14/15,3.42,4.38,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151078,11/7/14,3.35,3.1,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151079,1/14/15,3.12,4.19,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151080,12/5/14,2.92,3.38,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151081,12/5/14,3.54,5.29,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151082,1/23/15,3.23,4.57,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151084,11/7/14,3.57,5.29,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151085,1/23/15,3.02,4.58,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151086,12/5/14,3.95,4.01,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151087,12/5/14,3.26,4.15,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151088,12/5/14,2.93,3.55,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151089,12/5/14,3.48,5.59,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151090,11/7/14,3.14,4.55,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151091,1/14/15,3.68,3.82,tail regrown,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151092,12/19/14,3.32,5.03,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151093,1/14/15,3.53,5.42,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151094,1/14/15,3.38,3.54,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151095,1/23/15,3.11,4.89,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,on County Rd. G-16 E Laureles Rd.,36.500518,-121.754897
151096,1/23/15,2.89,2.57,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151097,1/23/15,3.69,3.4,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151098,1/14/15,3.3,4.85,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151099,1/23/15,3.25,4.65,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151100,1/14/15,2.8,3.76,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151101,1/23/15,2.84,3.34,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151102,12/19/14,3.61,5.78,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151103,12/19/14,3.46,5.27,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151104,1/23/15,3.55,5.6,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151105,1/23/15,3.62,2.92,tail regenerated,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151106,1/14/15,3.36,4.29,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151107,12/5/14,2.83,3.83,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151108,1/23/15,3.17,3.24,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151110,1/14/15,3.1,4.9,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151111,12/19/14,2.97,3.73,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151112,12/19/14,3.38,4.8,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151113,12/19/14,2.84,3.29,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151114,11/21/14,2.93,2.27 (gr),br,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151115,12/5/14,2.86,3.12,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151117,12/5/14,2.82,3.57,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151118,12/19/14,2.57,2.71,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151119,1/14/15,2.12,2.57,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151120,12/5/14,2.19,2.29,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151121,12/19/14,1.55,1.21,,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151122,5/3/15,1.45,1.3,MC,0,0,0.000000000,0,10/13/73,1970,1973,10,13,"on County Rd. G-16, E Laureles Rd.",36.500518,-121.754897
151146,1/14/15,4.04,4.91,,0,0,0.000000000,0,10/22/73,1970,1973,10,22,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151147,11/7/14,3.47,4.29,,0,0,0.000000000,0,10/22/73,1970,1973,10,22,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151148,12/5/14,3.85,5.43,,0,0,0.000000000,0,10/22/73,1970,1973,10,22,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151149,12/19/14,3.32,3.69,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151150,12/5/14,3.44,4.93,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151151,11/7/14,3.47,5.27,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151152,11/7/14,3.46,2.1,br,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151153,12/19/14,3.17,4.54,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
151154,1/14/15,3.75,5.37,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Big Creek Canyon, Hastings Natural History Reservation",36.3839218,-121.5549797
151156,12/19/14,3.5,4.73,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Big Creek Canyon, Hastings Natural History Reservation",36.3839218,-121.5549797
151158,12/5/14,4.26,6.55,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Big Creek Canyon, Hastings Natural History Reservation",36.3839218,-121.5549797
151159,12/19/14,3.21,4.26,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Big Creek Canyon, Hastings Natural History Reservation",36.3839218,-121.5549797
151160,1/14/15,3,4.14,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Big Creek Canyon, Hastings Natural History Reservation",36.3839218,-121.5549797
151161,12/19/14,2.82,3.75,,0,0,0.000000000,0,11/10/73,1970,1973,11,10,"Big Creek Canyon, Hastings Natural History Reservation",36.3839218,-121.5549797
154992,12/19/14,3.1,5.22,,0,0,0.000000000,0,11/18/73,1970,1973,11,18,"Cienega Camp, Los Padres National Forest",36.247729,-121.652601
155317,3/4/15,3.24,3.78,KC,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155319,3/4/15,3.67,4,KC,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155320,2/11/15,2.9,2.95,,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155321,5/1/15,3.01,3.77,DA,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155322,4/25/15,31.17,41.24,,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155323,4/27/15,2.8,3.91,SL,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155324,4/25/15,31.18,35.31,PM,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155325,4/27/15,2.74,3.93,SL,0,0,0.000000000,0,1973-02-01/1973-02-28,1970,1973,,,Don Dahvee Park,36.589239,-121.895024
155014,12/19/14,3.57,4.48,,0,0,0.000000000,0,3/6/74,1970,1974,3,6,Hastings Natural History Reservation,36.37851365,-121.5568207
155015,11/7/14,3.82,5.38,,0,0,0.000000000,0,3/6/74,1970,1974,3,6,Hastings Natural History Reservation,36.37851365,-121.5568207
155016,1/23/15,4.02,5.47,,0,0,0.000000000,0,3/6/74,1970,1974,3,6,Hastings Natural History Reservation,36.37851365,-121.5568207
155018,11/21/14,3.05,4.28,,0,0,0.000000000,0,3/6/74,1970,1974,3,6,Hastings Natural History Reservation,36.37851365,-121.5568207
155020,12/5/14,2.41,2.4,,0,0,0.000000000,0,3/6/74,1970,1974,3,6,Hastings Natural History Reservation,36.37851365,-121.5568207
155022,12/19/14,3.67,5.06,,0,0,0.000000000,0,2/9/75,1970,1975,2,9,Hastings Natural History Reservation,36.37851365,-121.5568207
158000,2/11/15,3.67,4.74,tail br,0,0,0.000000000,0,3/5/75,1970,1975,3,5,Hastings Natural History Reservation,36.37851365,-121.5568207
155023,1/14/15,3.7,5.51,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155024,12/5/14,3.44,5.04,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155025,11/7/14,3.65,3.7,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155026,1/23/15,3.2,4.34,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155027,11/7/14,3.48,5.65,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155028,11/7/14,3.42,3.67,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155029,1/14/15,3.25,4.7,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155030,12/19/14,3.22,4.7,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155031,11/7/14,3.08,5.31,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155032,11/7/14,3.03,3.82,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155033,11/7/14,3.77,5.1,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155034,11/7/14,3.63,5.97,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155035,11/7/14,3.73,5.33,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155036,11/7/14,3.44,5.52,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155037,12/5/14,3.43,5.98,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155039,11/7/14,3.63,5.28,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155040,1/14/15,3.45,5.76,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155041,1/23/15,3.09,4.45,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155042,1/14/15,2.92,4.7,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155043,1/14/15,3.39,4.66,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155044,11/7/14,3.68,5.1,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155045,12/5/14,3.5,4.7,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155047,1/23/15,3.64,3.49,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155048,1/23/15,3.39,1.51,gr,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
155049,12/5/14,3.45,4.33,,0,0,0.000000000,0,3/13/75,1970,1975,3,13,"Nacimiento-Fergusson Rd., 1.8 mi E summit, ca. 7.2 mi NW Hunter-Liggett Military Reservation",36.009265,-121.40387
